Id,ManagementAreaId,SampleDate,Fat,Protein,ES,EQ,Bacteria,SomaticCellCount,Urea,FreezingPoint
1486-8,1903,2022-05-12,4.16,3.77,7.93,7.93,0,1196,437.0,0.564
1486-9,1902,2022-05-12,4.16,3.77,7.93,7.93,0,1196,437.0,0.564
1486-10,1905,2022-05-12,4.16,3.77,7.93,7.93,0,1196,437.0,0.564
1486-11,1906,2022-05-12,4.16,3.77,7.93,7.93,0,1196,437.0,0.564
1486-12,1908,2022-05-12,4.16,3.77,7.93,7.93,0,1196,437.0,0.564
1486-13,1907,2022-05-12,4.16,3.77,7.93,7.93,0,1196,437.0,0.564
1486-14,1909,2022-05-12,4.16,3.77,7.93,7.93,0,1196,437.0,0.564
1486-15,1910,2022-05-12,4.16,3.77,7.93,7.93,0,1196,437.0,0.564
1486-16,1911,2022-05-12,4.16,3.77,7.93,7.93,0,1196,437.0,0.564
1486-17,1912,2022-05-12,4.16,3.77,7.93,7.93,0,1196,437.0,0.564
1486-18,1917,2022-05-12,4.16,3.77,7.93,7.93,0,1196,437.0,0.564
1492-0,750,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-1,1524,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-2,1894,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-3,1867,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-4,1892,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-5,1893,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-6,1898,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-7,1901,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-8,1903,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-9,1902,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-10,1905,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-11,1906,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-12,1908,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-13,1907,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-14,1909,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-15,1910,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-16,1911,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-17,1912,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1492-18,1917,2022-05-18,4.23,3.76,7.99,7.99,67,1459,491.0,0.57
1493-0,750,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-1,1524,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-2,1894,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-3,1867,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-4,1892,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-5,1893,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-6,1898,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-7,1901,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-8,1903,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-9,1902,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-10,1905,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-11,1906,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-12,1908,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-13,1907,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-14,1909,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-15,1910,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-16,1911,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-17,1912,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1493-18,1917,2022-05-16,4.05,3.73,7.78,7.779999999999999,0,1073,456.0,0.563
1499-0,750,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-1,1524,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-2,1894,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-3,1867,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-4,1892,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-5,1893,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-6,1898,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-7,1901,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-8,1903,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-9,1902,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-10,1905,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-11,1906,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-12,1908,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-13,1907,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-14,1909,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-15,1910,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-16,1911,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-17,1912,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1499-18,1917,2022-05-22,3.71,3.39,7.1,7.1,0,1427,410.0,0.503
1500-0,750,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-1,1524,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-2,1894,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-3,1867,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-4,1892,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-5,1893,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-6,1898,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-7,1901,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-8,1903,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-9,1902,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-10,1905,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-11,1906,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-12,1908,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-13,1907,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-14,1909,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-15,1910,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-16,1911,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-17,1912,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1500-18,1917,2022-05-20,3.92,3.82,7.74,7.74,0,1333,488.0,0.567
1506-0,750,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-1,1524,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-2,1894,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-3,1867,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-4,1892,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-5,1893,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-6,1898,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-7,1901,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-8,1903,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-9,1902,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-10,1905,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-11,1906,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-12,1908,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-13,1907,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-14,1909,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-15,1910,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-16,1911,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-17,1912,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1506-18,1917,2022-05-24,4.14,3.78,7.92,7.92,0,1448,441.0,0.571
1522-0,750,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-1,1524,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-2,1894,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-3,1867,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-4,1892,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-5,1893,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-6,1898,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-7,1901,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-8,1903,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-9,1902,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-10,1905,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-11,1906,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-12,1908,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-13,1907,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-14,1909,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-15,1910,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-16,1911,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-17,1912,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1522-18,1917,2022-06-05,4.29,3.74,8.03,8.030000000000001,0,1291,468.0,0.564
1523-0,750,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-1,1524,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-2,1894,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-3,1867,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-4,1892,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-5,1893,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-6,1898,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-7,1901,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-8,1903,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-9,1902,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-10,1905,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-11,1906,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-12,1908,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-13,1907,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-14,1909,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-15,1910,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-16,1911,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-17,1912,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1523-18,1917,2022-06-03,4.06,3.69,7.75,7.75,0,1150,481.0,0.571
1529-0,750,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-1,1524,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-2,1894,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-3,1867,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-4,1892,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-5,1893,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-6,1898,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-7,1901,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-8,1903,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-9,1902,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-10,1905,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-11,1906,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-12,1908,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-13,1907,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-14,1909,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-15,1910,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-16,1911,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-17,1912,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1529-18,1917,2022-06-11,4.4,3.55,7.95,7.95,0,1393,420.0,0.567
1530-0,750,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-1,1524,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-2,1894,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-3,1867,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-4,1892,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-5,1893,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-6,1898,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-7,1901,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-8,1903,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-9,1902,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-10,1905,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-11,1906,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-12,1908,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-13,1907,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-14,1909,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-15,1910,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-16,1911,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-17,1912,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1530-18,1917,2022-06-09,4.36,3.61,7.97,7.970000000000001,0,1079,424.0,0.571
1531-0,750,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-1,1524,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-2,1894,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-3,1867,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-4,1892,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-5,1893,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-6,1898,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-7,1901,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-8,1903,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-9,1902,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-10,1905,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-11,1906,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-12,1908,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-13,1907,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-14,1909,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-15,1910,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-16,1911,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-17,1912,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1531-18,1917,2022-06-07,4.27,3.64,7.91,7.91,36,1198,486.0,0.571
1473-0,750,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-1,1524,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-2,1894,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-3,1867,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-4,1892,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-5,1893,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-6,1898,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-7,1901,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-8,1903,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-9,1902,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-10,1905,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-11,1906,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-12,1908,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-13,1907,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-14,1909,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-15,1910,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-16,1911,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-17,1912,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1473-18,1917,2022-05-08,4.43,3.79,8.22,8.219999999999999,0,1113,479.0,0.566
1474-0,750,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-1,1524,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-2,1894,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-3,1867,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-4,1892,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-5,1893,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-6,1898,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-7,1901,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-8,1903,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-9,1902,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-10,1905,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-11,1906,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-12,1908,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-13,1907,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-14,1909,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-15,1910,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-16,1911,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-17,1912,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1474-18,1917,2022-05-06,4.19,3.79,7.98,7.98,0,1537,473.0,0.565
1552-0,750,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-1,1524,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-2,1894,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-3,1867,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-4,1892,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-5,1893,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-6,1898,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-7,1901,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-8,1903,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-9,1902,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-10,1905,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-11,1906,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-12,1908,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-13,1907,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-14,1909,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-15,1910,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-16,1911,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-17,1912,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1552-18,1917,2022-06-21,4.54,3.52,8.06,8.06,0,1373,437.0,0.571
1725-0,750,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-1,1524,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-2,1894,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-3,1867,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-4,1892,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-5,1893,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-6,1898,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-7,1901,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-8,1903,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-9,1902,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-10,1905,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-11,1906,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-12,1908,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-13,1907,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-14,1909,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-15,1910,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-16,1911,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-17,1912,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1725-18,1917,2022-07-27,4.38,3.64,8.02,8.02,0,2297,438.0,0.563
1726-0,750,2022-07-25,4.56,3.58,8.14,8.14,43,2977,479.0,0.553
1726-1,1524,2022-07-25,4.56,3.58,8.14,8.14,43,2977,479.0,0.553
1726-2,1894,2022-07-25,4.56,3.58,8.14,8.14,43,2977,479.0,0.553
1726-3,1867,2022-07-25,4.56,3.58,8.14,8.14,43,2977,479.0,0.553
